k,Baumannia,Psychromonas,Sphingomonas,Roseiflexus,Hydrogenobaculum,Alteromonas,Denitrovibrio,Frankia,Candidatus,Corynebacterium
3,276.7560587,276.7560587,282.5629932,330.607975,306.7847002,274.2094388,282.5960844,276.7838621,334.5134853,279.4798663,334.2743643
3,295.7680622,295.7680622,285.8936506,317.399903,297.8263283,296.7236547,285.3648232,286.6826872,320.3771042,287.7144785,320.5776061
3,280.7166729,280.7166729,283.2965217,335.4071464,307.3774607,284.2067478,285.6183513,276.4027919,340.9151848,283.5644549,336.494154
3,293.6037336,293.6037336,291.3478048,325.5944674,307.4847677,290.0518699,292.4057255,284.0573085,331.5933007,287.7454681,327.5135571
3,277.5614137,277.5614137,276.72823,338.7943534,306.6121934,274.6540899,278.4595743,275.7738459,352.0969058,276.5455004,355.0964825
3,295.5798972,291.745327,291.8914213,318.5951109,297.8137877,291.3871351,291.0525455,284.7538264,320.7614156,289.860241,314.129435
3,313.9492596,311.6431913,295.8079258,310.2617181,293.940149,295.5381434,292.0463995,285.8798114,306.534363,295.7409852,305.4956717
3,295.1214242,295.1214242,283.6977848,307.2788586,285.8898148,297.5939903,282.9637401,278.655122,310.0241152,288.8793979,305.675442
3,268.7146111,268.7146111,266.2522748,340.0253762,308.0499136,270.274291,271.885688,267.8777157,356.8956984,264.6548168,358.3985177
3,300.4760872,300.4760872,288.5233722,306.7721852,292.9265427,293.9079898,285.8774294,288.404407,315.514408,292.8752219,317.1027535
3,286.703475,286.3336472,282.3288468,330.2795044,305.3710579,285.6478428,283.2589568,274.3812836,335.5955328,286.8413319,337.2293147
3,295.244368,295.244368,283.4947766,309.2363312,289.1995495,292.3454331,282.8190943,279.702591,311.3775466,291.0482063,312.1591909
3,297.3426425,297.3426425,290.0978109,305.008827,294.8117818,282.8465634,287.8230813,279.5526631,311.2465212,284.8847345,308.3519767
3,295.4310998,295.4310998,289.4616678,302.3937587,293.8050751,291.7809297,286.6518216,278.5002126,312.517246,288.2609179,309.761486
3,288.4052448,288.4052448,280.3919641,327.1698056,304.4352761,286.8749638,280.7324993,281.0314888,337.8342027,284.4120958,337.3928318
3,292.5840805,282.196664,283.1894403,325.0204098,299.0761513,282.58845,282.3595803,285.4082202,331.1172574,281.3654626,328.1871577
3,293.9498802,293.9498802,288.3158278,318.6864039,293.2131055,299.4659498,288.9635024,280.7769126,317.825757,292.4805435,314.4945264
3,287.6979633,284.8328625,287.6785352,321.9230969,303.7425276,288.4270045,285.8258828,283.6230962,337.6656149,288.7957732,338.2894589
3,305.7327778,303.6603185,292.1658095,302.9204746,288.482917,293.5541386,288.6351995,281.5743742,308.4452712,291.1681694,302.3079551
3,299.4769979,299.4769979,287.2916791,293.5365948,288.0264238,303.6764806,286.301811,285.0516353,305.5348935,293.5899341,302.1809414
3,281.133267,281.133267,278.8451255,311.7163241,304.3211738,274.2431671,282.8903713,284.0813261,340.4569933,275.8716187,345.2917802
3,309.032872,305.4908251,288.76781,309.9752626,292.8595792,292.3768366,285.3891344,286.1211428,306.3807594,292.5284946,306.6201724
3,279.1232954,279.1232954,283.2522428,330.6675925,307.6324989,278.3258242,283.9917852,280.8510097,337.9779637,283.7054659,341.4011273
3,294.316565,294.316565,286.6322087,316.4876737,295.2451435,288.2094293,281.7078007,289.5827718,317.4789555,292.1784772,317.3372964
3,287.0204183,287.0204183,276.880108,324.276295,301.8407098,281.9859521,285.1659036,275.2369769,333.3235192,277.8387585,332.8379522
3,288.5258802,287.924707,288.0511478,321.3307818,312.1904727,279.0856965,291.2800998,282.7960641,337.8767698,281.090864,332.8961767
3,291.1879443,291.1879443,285.7779278,330.537524,311.515743,281.9854532,289.4317014,282.7024163,341.366451,282.4471892,340.0653886
3,292.4131324,285.6931697,288.1385207,317.8601879,299.6282647,289.1504149,288.28805,282.7496164,326.7668224,288.0308776,324.5041263
3,291.1727181,291.1727181,281.4235814,307.2780914,293.4700768,285.2887104,282.1113718,274.2950252,319.3718261,282.9432132,316.8550179
3,298.0540235,290.9568234,288.4922293,305.6322141,291.5391237,284.126191,285.1051384,281.8717143,312.4142267,284.9396121,312.6500056
3,291.6354977,291.6354977,281.3607895,319.2390413,301.2937851,280.1715192,282.5599378,272.6647648,325.4625816,279.8613109,322.4982349
3,303.786373,303.786373,285.4469819,313.1674213,291.6349747,289.4144631,286.2556043,282.0285022,314.8429261,287.1937692,314.7712568
3,299.7430996,299.7430996,290.7713225,307.7072825,291.8496617,293.6733215,292.0054648,282.8601255,315.2444041,288.6805127,309.3623451
3,282.2363538,282.2363538,282.2548817,318.9355267,301.7286276,277.4118513,282.5054233,273.75649,331.3457858,277.1643617,330.9398786
3,301.9783802,299.5482181,291.2629221,304.91529,285.8606213,305.9793352,291.5921919,288.306546,305.3756859,302.3098491,303.7240846
3,302.0247279,302.0247279,289.9416092,309.6221808,290.9778244,304.1328636,287.2298935,280.2993345,307.8910418,296.9716466,304.6191398
3,315.2843196,313.0151737,299.3177356,313.7873999,296.3107098,306.8637643,296.501378,296.1976452,301.1166752,307.2852811,301.2176979
3,273.5194143,272.4672286,275.1541474,339.1363263,308.5960946,272.2883646,279.2406079,273.602858,350.0867467,276.0883053,354.4208215
3,282.9423148,282.9423148,281.6673408,340.2105635,310.093788,281.7419952,281.6942667,283.9215739,350.4040314,278.7786091,348.6049698
3,270.4148385,270.4148385,276.9255903,347.0229021,315.5674403,270.3134702,281.3250983,275.0849487,363.3210151,269.1633943,359.273304
3,295.2436841,295.2436841,285.2776737,323.1208486,293.1352945,296.5087206,281.6934366,282.1414807,317.0951398,292.3743729,315.0876278
3,286.13395,286.13395,282.0840658,335.6501744,301.5093212,285.0036916,279.7028978,284.5576513,333.1208264,282.636279,330.5405545
3,280.2844588,280.2844588,279.6616939,339.2734035,309.2782296,274.3460361,280.5231444,281.0164975,343.2130427,276.2833623,337.705736
3,296.7358127,296.7358127,286.3619107,309.9787379,291.9763375,294.028848,286.1416577,282.8651015,300.3329489,289.2779277,299.8281138
3,285.641861,285.641861,281.3953049,330.8563197,310.9985209,285.2197761,284.1088545,282.1663704,340.3588065,282.5238923,339.7281653
3,289.1322501,289.1322501,282.2931951,321.8190259,297.3043719,293.2540212,285.1744792,280.4680284,323.0297523,284.8668273,323.2269344
3,306.6227714,301.4718646,290.7595569,314.0456775,296.6917424,292.9283091,288.8895777,286.5249728,311.6977721,291.1685744,307.3733154
3,285.3795755,275.9764363,279.0077734,319.7668451,301.6167476,281.7522762,279.4008935,276.4032086,328.8543885,276.2488725,325.4886253
3,312.4679953,312.4679953,292.8244875,314.2967699,289.8095228,311.8322674,294.8011739,282.4615473,301.7929993,299.866896,296.2832362
3,280.469222,277.2350831,276.0008651,332.8976743,306.2789986,281.3032713,277.5766084,279.5854446,345.7667738,277.9310421,347.1695786
3,297.0384191,295.5365884,291.9076843,309.1752522,296.5480598,299.7344688,293.895933,286.5926848,314.5250095,295.82137,312.2879003
3,287.4482974,282.6601481,275.2646046,320.6254563,307.8153188,283.7364838,278.4703938,279.2861663,338.1420465,275.3858192,338.8362073
3,299.7976711,299.7976711,289.6479707,309.7417096,296.4454971,300.6705222,286.9455996,282.3355606,313.3075916,293.1629841,309.4583164
3,302.7726691,302.7726691,292.4691731,316.0804493,296.2783118,303.741997,290.7490068,286.8295808,316.5709016,298.6628934,313.3749649
3,298.7325681,298.1405327,290.0753386,323.0319689,301.8485093,291.8499593,286.9009996,284.7394335,316.9303011,290.991966,312.6306076
3,289.7387934,289.7387934,285.0895598,299.4644134,287.1640084,288.609055,285.6998406,274.3816471,309.3513827,279.8682543,303.6088223
3,297.9009545,297.9009545,289.969748,300.3703449,287.347623,292.7026449,288.6492091,276.8588325,299.2319861,287.1103958,292.2764925
3,294.359373,294.359373,285.7412894,321.8940655,301.5437904,292.2162413,289.5900753,285.4766657,325.5339707,287.6461244,321.1541134
3,297.2658851,297.2658851,287.0105882,313.6847468,293.5415165,300.5386941,285.7523443,283.5981753,317.4193719,295.0963304,313.49197
3,300.4375927,300.4375927,287.320563,305.9562547,294.4748679,292.0289206,286.1025568,282.1278596,319.4205249,287.200334,317.2621574
3,286.0852842,286.0852842,280.2446061,334.6805744,305.6785525,284.6477393,285.2380739,276.7956227,340.6610617,281.4110254,341.8871292
3,278.6917757,278.6917757,275.5678786,315.457952,300.657757,283.5648819,278.6146091,276.5624415,328.9292242,278.9187065,331.587806
3,258.0906081,258.0906081,267.1172738,361.0578933,323.1409941,260.4590321,274.5417387,268.9448584,379.7729685,262.6205036,381.684003
3,284.8697055,279.4520057,276.385646,335.4177641,303.2878026,283.5614264,280.5922722,272.7373146,345.4636872,279.1154505,343.5873582
3,281.8238506,281.8238506,282.0719905,336.3555783,309.2015571,293.5589564,284.0906844,283.8659483,338.6496376,285.0622415,336.0377679
3,306.18499,306.18499,294.6306444,307.9885871,301.5925803,295.982641,294.8359732,284.8728589,310.458222,292.1589511,308.4592545
3,273.4666768,273.4666768,272.0001783,345.0856711,309.9330857,281.9457947,277.7805438,276.2276877,352.5449729,273.460006,350.0694479
3,306.3243497,306.3243497,288.5947449,301.497726,286.4606536,295.7395696,288.3295655,283.2728842,292.7467279,291.9832949,288.6737479
3,300.3036086,298.8547478,295.5454597,326.3565025,296.4001574,298.8509475,292.2428873,289.0195404,311.3458076,299.7435248,304.9598293
3,296.9292105,296.6170477,285.4476287,328.4968501,300.3937814,285.7468574,286.7723262,278.7296365,325.4478064,286.0876558,322.9203353
3,281.4796969,281.4796969,278.4383293,333.2534966,303.154812,276.6601694,279.4407404,277.1702011,340.2704029,281.1862084,339.980172
3,282.6537498,281.8613991,269.9096904,337.9895868,307.747675,276.9040855,277.3782571,272.2018025,347.3924558,275.6024831,347.9662597
3,290.0519402,285.9564401,283.0325508,326.6924061,303.3365552,288.9296521,286.363152,280.7785236,333.1840258,285.7274819,332.010151
3,331.3643692,315.0492812,301.9100058,250.0355928,263.1006333,319.0379794,289.7517964,304.226596,260.1653533,306.5013997,260.847872
3,319.1506707,319.1506707,301.8914285,271.9559084,278.2903955,325.8992487,292.0854698,302.8087246,268.1650904,312.7065687,269.489296
3,341.0890486,335.496461,303.1544168,249.4879666,270.8589408,335.3970239,293.0236725,304.4710388,254.0575517,314.69476,259.4487554
3,343.5425925,333.7256058,305.039794,254.4726583,271.2455617,332.502064,298.2879929,307.2904308,253.3029566,315.4101065,254.47436
3,337.7781604,323.3559899,301.4925383,235.2504449,250.6955857,336.7794617,288.1716752,312.2080303,252.7899542,316.0210655,259.1009037
3,336.537677,328.9811199,304.8741554,257.8921478,271.1523917,332.3715011,299.0890242,307.1513089,258.1834629,320.9974055,259.4018034
3,329.6045099,322.0139627,303.3366449,263.8212556,274.9398611,323.0363518,301.2638786,298.5179469,267.1217919,312.1475837,266.3978903
3,315.6693031,315.6693031,293.9834813,264.1678381,273.98354,318.0043291,285.9434546,293.3828081,277.1049287,301.4211673,279.2136498
3,325.0599364,320.8840413,296.0189563,273.2733463,270.1288184,320.6180934,289.404091,305.7087168,280.4220056,312.8482183,282.2092571
3,336.6497764,336.6497764,301.2580672,253.0251704,263.733691,342.9661208,289.7885156,307.4940478,261.1679671,319.1636898,266.9527016
3,325.7491975,318.6091611,299.1651623,258.398677,265.2641289,320.0068562,288.0715293,300.0211937,263.4832369,307.3675001,263.8085698
3,343.1880311,327.7920801,294.4662269,242.7011557,258.6319741,332.2812033,288.4797512,293.6925025,252.38215,311.0300217,255.8886707
3,324.9849058,314.5735538,300.0445112,268.261438,275.2055101,311.6504664,290.5787397,301.0194784,278.3488032,304.8348928,279.1984565
3,342.2588533,332.8506051,306.524962,248.3583678,266.9291624,327.1982148,301.6406349,305.1282713,251.3276632,314.4853402,252.0161145
3,344.1634398,342.6044411,304.51287,243.9439858,267.4885501,340.4254175,295.1392877,310.0359886,246.4129914,323.6067938,254.0569288
3,317.5677233,317.5677233,295.0742541,297.3480522,289.6558352,302.5662383,291.6626462,291.9859723,290.4229704,300.1035962,291.7432496
3,317.2708188,311.1342907,300.094784,266.7717792,274.5762624,314.1864337,289.5130592,296.5662173,275.8167988,304.6491758,275.4370413
3,335.6424679,328.2166212,304.7192224,256.4996989,271.9366085,329.0512304,302.229605,304.5524105,256.9535608,317.9482864,256.9474159
3,321.0773146,301.9014337,295.1219718,274.2182025,273.9558017,310.3894201,285.0790025,306.2545443,279.9426288,294.1802793,281.0446366
3,327.0982493,322.7013431,293.2849287,255.9854842,267.7910464,331.6103275,286.8174971,299.1622482,258.7793409,312.4580364,267.1697618
3,326.1167743,313.3074827,299.8830277,265.6035004,272.8731167,318.3182938,293.9651219,301.0327862,267.359764,307.5729375,268.2528631
3,334.4348965,328.3640781,303.0029644,248.430127,259.5939104,340.7394766,290.8887644,308.565208,253.8560396,316.1765084,256.1042492
3,336.8057291,328.0144671,303.5979577,255.2774493,266.9573716,327.2678735,292.7479455,310.6216559,253.9689435,313.1424541,256.6653836
3,322.7749954,316.4805191,298.2756092,272.0634246,273.736248,324.7217266,290.9152001,298.9296438,276.67695,311.363542,278.5658405
3,330.323567,306.3468326,300.7543497,252.2842178,268.3248906,307.233334,294.247087,300.5310155,259.8214618,297.9933963,259.0500591
3,340.6131362,337.6481745,303.0947924,242.7487795,251.9775673,345.4898371,289.5155891,309.6816882,248.2536673,322.6622245,255.9804979
3,342.3899159,342.3899159,296.3826612,240.6187499,253.4284767,340.7528645,288.8449849,306.5970695,245.4882558,316.2519739,253.0715507
3,338.2656199,330.5788417,301.1348355,252.4960065,265.0584386,333.8632083,290.9807024,304.9904027,257.7031427,318.9641998,262.3486268
3,349.0995446,336.510268,299.5015734,242.4740018,258.723893,338.0139104,291.861277,308.7927979,244.4352323,315.0246205,248.7551312
3,311.0422809,310.2179488,295.100007,270.2855075,273.1207393,320.0723478,291.4859903,297.0239734,278.29166,306.2733242,278.9271989
3,325.9687637,322.6744892,306.1815154,279.1553885,285.0440533,322.3733908,301.7653598,297.7657278,275.223906,312.5400663,271.3431899
3,324.7297847,313.6577278,299.2653471,283.4426683,286.4210642,312.5520868,296.7358385,302.1445305,283.3056344,303.2374789,279.2972766
3,352.2624948,347.8482945,301.7634721,240.6571157,262.1761318,331.9036306,294.6019397,307.2018237,241.5852611,316.791852,248.9274116
3,321.1140497,318.7860565,296.5989113,270.3244643,272.3305207,313.5614961,289.4585222,296.8145163,274.2818317,306.002499,274.3329663
3,321.9093655,317.4532903,299.0441111,283.6816376,273.9401871,319.7634024,286.5147238,305.4648634,282.7609911,311.6862264,284.8093291
3,327.1748926,325.1895882,298.0039223,262.9875433,271.2139986,325.095613,295.797684,302.2650991,265.1760957,313.4419107,267.4106417
3,323.260682,305.2784381,303.1975618,260.4556213,266.7875369,315.9658355,291.3144756,305.4566794,266.8357645,303.9487645,267.7732734
3,345.3350216,338.3040449,303.3602565,241.3957987,254.0415153,344.0477347,291.5406461,311.5792849,247.0556638,321.7555054,252.937327
3,322.4570813,322.4570813,299.5866848,263.2869588,270.4093464,324.6992235,293.6843187,297.1865181,269.1359821,310.252737,269.9484389
3,335.9914693,325.0610812,299.5204865,251.7967446,267.8301775,326.4577077,290.8183994,303.2369008,253.6957242,312.625338,257.7752544
3,340.7656636,331.5359674,303.5104089,242.2513746,257.8610075,340.2000315,294.6025717,308.771953,246.07661,318.4340377,251.3361697
3,326.1487779,325.9054688,296.9090684,261.5790049,269.3902497,320.0884934,293.0352197,296.3530536,264.415628,310.420322,263.9603817
3,331.0407842,324.1205153,302.2082139,257.7997773,263.8635653,330.3666638,292.8579844,304.789176,257.4079783,313.8829445,257.0642082
3,342.2592112,333.8669734,300.9840206,236.2294622,248.1510558,344.2156256,289.4876824,314.0224584,244.2588252,320.4191388,250.5686394
3,332.4227103,332.1173379,299.1079945,249.5004809,259.4752936,335.5858106,292.3560723,307.7046894,254.5137628,318.9814098,258.190274
3,329.8559119,329.8559119,297.4844237,249.6484298,258.3246342,340.1947123,292.484163,306.3770084,259.1783208,316.1665939,265.9526738
3,324.209826,324.209826,297.4210189,264.3003921,271.4327371,323.6503702,290.2067466,299.2308342,269.2288125,310.8558176,272.4337237
3,300.3390072,292.8283784,293.1207014,297.910185,291.7360383,295.7038999,291.9585802,298.1904596,313.7214373,293.1457147,311.3232677
3,312.6517262,309.2431025,297.1562188,289.1740719,284.4291523,304.8031942,292.4189245,291.9277012,296.112139,297.5817607,294.0750895
3,326.7085828,321.899616,298.4145275,268.7212361,272.1325916,328.2864024,291.5186499,298.4669971,266.8714906,308.3985555,267.7553778
3,326.1183771,315.2479748,297.3835475,258.5658509,270.5576026,316.455852,287.5110844,297.5405808,268.9106613,305.0311517,270.8604277
3,317.2226426,313.9631589,298.1459723,284.6810024,284.9055106,319.3723735,298.3259797,302.3949086,290.58037,306.5836461,290.7413321
3,311.2694084,311.2694084,299.7801316,276.2690793,281.9664094,310.229904,297.2422525,288.3228918,287.5743155,302.3026438,285.6718414
3,305.5957235,302.4744306,293.3943508,274.3545183,282.5873413,308.0829958,292.7489632,293.8255993,293.4015503,297.7779382,293.5612626
3,316.9905532,316.9905532,295.6257871,262.4326479,265.9975708,333.9664439,289.5071959,299.1631477,273.3255439,308.7314542,277.3325201
3,343.6750845,332.3777173,302.8339956,239.4745343,260.8498079,336.6022035,294.6833541,311.5258111,245.8146915,318.1554136,252.2198142
3,328.9268742,320.992902,297.31822,265.4592578,275.6982344,314.1387175,289.0216852,293.2275294,271.3305747,306.3230356,274.2338904
3,322.5464983,315.1143344,299.8501495,279.3507808,283.1332554,315.8908745,297.0312122,293.4848107,285.3497122,307.2217647,284.6857801
3,320.023194,320.023194,298.0017247,274.3269011,277.1111112,320.5163692,294.2678428,294.37371,267.2647256,311.0215221,269.9960076
3,331.6380572,331.6380572,304.2509827,260.1056895,264.3000065,341.7462726,294.2589018,315.2912608,269.3073328,319.3592042,273.8642089
3,325.5828107,320.1557389,301.396862,263.7339654,272.2370474,327.0368983,292.4539735,304.9153338,274.0803828,309.9841645,278.1294705
3,325.5594152,316.2248048,302.0899849,264.3280176,268.175335,323.5337237,293.3635884,301.8465101,263.543399,310.3798589,263.2005092
3,330.304972,319.5468793,298.5216369,261.3558941,271.3904026,317.5652828,291.686761,296.2138666,264.0651583,307.7588551,264.7552796
3,312.0610182,312.0610182,298.3109824,272.7044478,280.3556595,318.2774911,289.9573586,296.98581,278.5488339,307.0398304,281.4571166
3,335.2309826,332.3123096,303.5962683,255.0979289,267.329387,332.9798717,296.5542442,305.8236592,253.8388476,320.9271444,257.2866328
3,305.8203046,305.8203046,290.8376349,286.1858699,277.5514368,310.8109861,288.990288,290.1310694,297.2778865,297.7833066,294.1670972
3,334.840028,332.1259359,296.7078191,248.485226,255.3058645,338.0092886,285.5448601,302.9611768,255.6411393,318.4575499,262.9003604
3,314.0514785,307.3124728,296.6427916,280.3147638,275.5134183,313.5934456,290.8610714,300.5094757,284.4934727,308.8991471,284.8792427
3,328.6594498,327.7291703,301.2468102,267.5077926,272.1346608,326.732279,293.1530328,304.7234639,275.6044003,313.5420643,279.8065729
3,324.1742381,324.1742381,302.1385627,270.0464955,277.9689613,328.0562198,297.0897526,304.5890227,267.2636409,315.3051813,271.2617814
3,330.0405016,315.9305203,296.3086191,268.3136514,273.0285197,313.4888637,288.7162346,300.3368756,267.137457,302.0772767,268.9968897
3,326.85069,326.85069,295.7159935,253.7965867,259.3298803,332.9770578,288.3984429,298.0178192,261.2468838,313.4863376,263.5746886
3,326.3654169,318.0115499,299.4070855,256.0286406,262.7895517,333.179924,288.2751713,304.6190941,259.1559926,314.64181,261.4337704
3,344.0161084,336.0928283,305.11161,251.0706451,260.1805507,344.3685952,292.1341372,314.3330436,258.4682463,321.0358827,261.8148896
3,279.1906604,279.1906604,279.5758654,330.1524777,305.9581838,279.9747274,280.6305031,277.7195705,336.1272751,280.9872089,333.9242523
3,255.2515494,255.2515494,261.4905127,361.0251745,323.0495086,258.9064953,271.3019239,272.0449804,379.5261388,255.0222276,381.6876493
3,282.0484363,282.0484363,286.4115695,316.073008,299.8829234,281.4953507,286.2793191,285.7068709,321.4151622,282.4614537,318.8063711
3,274.8638446,274.8638446,276.6697992,335.630723,312.4507284,276.8411417,278.8588073,276.0291779,346.7861274,270.8439311,338.3061393
3,274.5895975,274.5895975,278.1721031,322.1953449,307.2943891,277.2696756,286.1841819,274.8565792,345.8039075,272.4740322,344.3451242
3,282.9447439,282.6029439,287.1494927,330.3304918,314.0631911,282.4272155,289.585409,287.3764028,342.6479397,279.1538145,335.2903185
3,268.9935265,268.9935265,281.9114421,339.139484,318.031213,284.2754308,290.1594568,284.0804534,355.0013397,277.9375109,352.6712958
3,277.9634653,277.9634653,285.2813175,307.6080442,291.13877,275.6077146,281.7646036,285.0437091,316.9196621,276.0622206,315.9312123
3,277.2836651,277.2836651,277.6804916,331.9440689,301.9552064,282.3394277,277.2158279,280.8376538,341.1418718,280.0349105,342.6659761
3,258.6022759,258.6022759,261.676599,361.2638906,322.3725895,261.2331358,271.5317693,266.7134807,371.9912361,260.902771,372.7522142
3,269.242159,261.7481943,266.6911937,350.7720306,319.8719295,267.3072007,275.675778,274.4408549,365.5202164,263.7491192,368.0296548
3,285.245038,285.245038,288.2910862,314.4823234,295.2675037,284.4497811,285.3639233,290.6866561,317.5033144,286.0783356,315.0238462
3,271.9135057,271.9135057,276.5068758,335.1814752,307.2936908,278.7719815,281.7642616,280.6137991,356.7640639,273.9121154,355.9291771
3,260.2093914,260.2093914,271.7678429,356.7676917,320.2040621,278.8996695,278.3629805,281.5747267,370.6904261,272.1025431,369.6826355
3,268.171829,268.171829,274.8574225,321.9246133,303.5449474,283.8467404,278.6110728,281.8801776,342.6239325,273.9449085,344.65714
3,271.9721686,271.9721686,271.0666959,332.5452921,303.3231761,271.939375,274.8074053,277.770438,343.1356867,270.7721784,347.8483024
3,278.3150226,278.3150226,280.1686001,326.4218958,306.4602257,274.1922867,282.6858763,279.8739392,339.4519493,276.3300996,334.8603038
3,275.6498581,275.6498581,279.4534579,332.6755419,306.1192858,271.7712988,282.0488809,284.9680576,340.46103,273.594348,340.3100487
3,269.5491599,269.5491599,281.4325168,324.8706287,307.3299007,276.7666076,285.5032508,281.8758444,348.2537497,279.0329644,348.2757586
3,272.9284848,272.9284848,277.0671135,337.0569175,309.1567765,284.4902841,285.2305314,283.3048146,350.3879141,274.9383561,349.2721461
3,263.355963,263.355963,274.6714192,348.8456522,316.5118985,268.4833639,278.6652884,277.5608907,363.2277878,269.4257519,362.6598993
3,274.3696979,274.3696979,275.3221943,335.5620781,304.8921352,276.7502918,280.9856171,276.0403536,343.7355826,278.4600652,343.8717517
3,273.5124065,273.5124065,270.0769176,322.6987009,297.0635886,282.1600484,277.6764198,276.0585284,340.717933,273.1911294,344.8433887
3,278.6446534,275.6393729,281.9170606,336.0167336,310.6987333,285.9634906,285.6944599,283.06481,349.9923413,276.6839365,346.9388395
3,261.1153357,261.1153357,270.2749269,329.9945212,311.6921494,268.7975015,276.7667075,271.2260622,355.3225432,265.2718463,354.5895501
3,275.3117033,275.3117033,285.8795171,331.1342816,305.8014628,290.5216549,286.7736072,289.117913,335.1411033,283.2390864,329.752539
3,252.6763992,252.6763992,258.6556092,352.6030675,316.5036093,268.9691037,272.856399,270.7904351,378.6607002,259.7107527,380.325944
3,309.0898701,309.0898701,292.7217153,303.1019393,290.6120987,309.4603702,288.3428435,289.7271072,299.126556,306.3701511,300.3933815
3,270.106052,270.106052,277.8928458,316.0190404,296.2801667,272.1629193,277.4442154,279.1341656,337.9106613,274.0818456,338.9791365
3,268.0714224,268.0714224,272.4764186,329.0643545,312.5425882,273.7581825,279.7959171,277.1828738,350.807478,269.6750306,353.1334512
3,272.418828,272.418828,268.6472061,338.7946366,309.3792625,276.6154643,273.8322327,277.7060018,350.9423022,270.8375587,348.8659478
3,301.5758273,299.451442,286.3822411,307.505804,297.846546,300.1931347,286.8196489,294.1607971,314.0628843,291.5348764,311.9128308
3,261.8908648,261.8908648,266.7466339,333.1781403,308.788084,269.3551569,275.5352969,274.8105977,366.3464055,266.4571962,370.8492255
3,259.8380219,259.8380219,273.023775,343.5002645,314.2131261,267.7305465,279.0270374,274.7126538,359.5365703,266.9273989,358.9587616
3,287.7547112,287.7547112,283.6005829,314.774623,294.6122785,299.126581,281.272829,287.866302,321.3433213,288.423577,321.2460536
3,269.7281338,269.7281338,276.4899334,332.695231,309.9397423,269.6442513,281.0659044,278.2354326,348.6245279,270.1343901,348.650661
3,254.91556,254.91556,273.1765639,335.4621252,313.157657,267.8171363,281.125946,274.6506131,359.1602406,266.7022317,359.8334466
3,279.4548622,279.4548622,284.5576826,334.2848385,307.5450271,286.5386126,283.4317403,288.3866967,340.4184673,282.2828671,335.9402098
3,279.8724937,279.8724937,281.4565698,321.64693,300.7338869,293.4121217,284.3613186,285.4632992,334.8520445,283.9698651,336.981749
3,273.9659127,273.9659127,278.1924557,322.6346625,301.8223744,277.3681145,279.4059688,281.2806751,337.0470159,276.4005662,336.7435365
3,268.2823145,268.2823145,279.6089897,317.4602958,296.3458735,278.0923231,283.7344819,281.8981549,338.7046194,274.3763863,336.3573339
3,273.5306961,273.5306961,278.185228,327.7723512,310.047069,283.2158683,280.9417975,284.2800093,345.193117,278.1362139,345.2444512
3,267.9761633,265.426523,272.0391376,343.7849106,315.2215995,277.8608184,284.739995,274.4404259,367.6700321,269.1231785,365.69299
3,287.1251702,287.1251702,280.2683068,321.6057125,298.9622363,284.6052432,280.7756397,276.7694362,333.0648558,279.7745804,332.105122
3,275.7741061,275.7741061,280.3851868,322.0880638,299.8709176,278.3052687,281.9354802,280.806402,333.0028529,279.9607297,331.7631561
3,263.1513086,263.1513086,270.7549455,337.1670669,307.4183561,274.7022896,278.5972237,279.099581,353.3484464,270.797905,351.5252731
3,294.8703438,294.608563,291.4543104,320.0610368,303.7737517,295.5383742,290.8416833,292.4075366,319.4355542,294.2126031,315.5883598
3,268.3680649,268.1093323,273.6251157,348.7947395,315.7236103,273.1331628,280.1655686,280.4983949,359.5035569,270.2834356,357.287798
3,283.7509291,282.0565151,282.3876404,316.0134547,296.573132,290.3912312,278.9938193,285.9021766,332.537165,287.7838602,331.992163
3,279.3510888,279.3510888,279.5847735,312.743332,299.4136311,281.3839429,285.7526177,273.252798,333.4105599,276.3916228,330.8564198
3,275.3381577,272.9388466,278.2683615,340.8258855,315.8816399,280.9050986,284.1057731,282.3895602,356.2532615,277.1219823,354.6159262
3,260.0787801,260.0787801,272.469989,357.1481464,321.7447239,276.7706,278.9365893,278.1232124,371.6623889,270.9992214,370.5357472
3,273.773231,273.773231,278.1494311,325.9687097,304.2491491,288.1493588,278.8684528,282.7210215,335.5648866,280.51493,332.4021979
3,240.0995497,239.5862459,252.1784917,375.3993279,338.0962178,250.0803562,269.9437506,264.611494,415.0226158,246.129066,421.2167685
3,260.9983527,260.7682698,270.5461538,347.5788183,316.7380959,270.7017346,280.9777403,270.3008024,374.7355226,267.9752555,375.4018763
3,255.5308833,255.5308833,268.317529,342.5789809,316.6239136,252.9117432,276.5242301,272.4121012,372.0803612,260.4447877,377.0932619
3,263.7023592,263.7023592,270.8411551,343.4004834,318.2956562,265.6486316,278.0265316,274.1941031,367.9597012,265.7942649,373.0542929
3,285.6678731,283.8871932,280.7018017,325.0905498,300.8245518,284.8724294,286.825932,283.3587438,331.4386852,283.4224675,329.3312807
3,294.7699252,294.7699252,290.9309896,305.5747202,294.5777604,295.2656433,288.3973671,290.6339384,312.5771547,293.3533319,316.0939484
3,277.6146221,277.6146221,274.9843761,319.4423322,292.8222339,270.5275975,277.1715825,275.2626181,330.7169964,275.287959,331.0037817
3,280.7521509,280.7521509,275.2577448,319.3858344,297.7129007,285.7358682,279.6741791,279.9447807,338.4735859,280.2007154,338.5944239
